"ID","Name","Species","GeneID","Family","Evidence"
"T049335_1.02","Zfp217","Mus_musculus","ENSMUSG00000052056","C2H2 ZF","I"
"T049296_1.02","Zfp219","Mus_musculus","ENSMUSG00000049295","C2H2 ZF","I"
"T049460_1.02","Zfp238","Mus_musculus","ENSMUSG00000063659","C2H2 ZF","I"
"T049111_1.02","Zfp282","Mus_musculus","ENSMUSG00000025821","C2H2 ZF","I"
"T049265_1.02","Zfp316","Mus_musculus","ENSMUSG00000046658","C2H2 ZF","I"
"T049246_1.02","Zfp354c","Mus_musculus","ENSMUSG00000044807","C2H2 ZF","I"
"T049078_1.02","Zfp369","Mus_musculus","ENSMUSG00000021514","C2H2 ZF","I"
"T049198_1.02","Zfp384","Mus_musculus","ENSMUSG00000038346","C2H2 ZF","I"
"T049101_1.02","Zfp521","Mus_musculus","ENSMUSG00000024420","C2H2 ZF","I"
"T049097_1.02","Zfp523","Mus_musculus","ENSMUSG00000024220","C2H2 ZF","I"
"T049326_1.02","Zfp524","Mus_musculus","ENSMUSG00000051184","C2H2 ZF","I"
"T049548_1.02","Zfp628","Mus_musculus","ENSMUSG00000074406","C2H2 ZF","I"
"T049233_1.02","Zfp784","Mus_musculus","ENSMUSG00000043290","C2H2 ZF","I"
"T049343_1.02","Zfy1","Mus_musculus","ENSMUSG00000053211","C2H2 ZF","I"
"T049185_1.02","Zic4","Mus_musculus","ENSMUSG00000036972","C2H2 ZF","I"
"T049075_1.02","Zkscan3","Mus_musculus","ENSMUSG00000021327","C2H2 ZF","I"
"T049357_1.02","Zkscan4","Mus_musculus","ENSMUSG00000054931","C2H2 ZF","I"
"T049511_1.02","Zscan4-ps2","Mus_musculus","ENSMUSG00000070826","C2H2 ZF","I"
"T049512_1.02","Zscan4f","Mus_musculus","ENSMUSG00000070828","C2H2 ZF","I"
"T031963_1.02","Zeb1","Mus_musculus","ENSMUSG00000024238","C2H2 ZF,Homeodomain","I"
"T032310_1.02","Zfp541","Mus_musculus","ENSMUSG00000078796","C2H2 ZF,Myb/SANT","I"
"T070134_1.02","Myt1l","Mus_musculus","ENSMUSG00000061911","C2HC ZF","I"
"T070502_1.02","Nfya","Mus_musculus","ENSMUSG00000023994","CBF/NF-Y","I"
"T071130_1.02","Cenpb","Mus_musculus","ENSMUSG00000068267","CENPB","I"
"T072364_1.02","Csda","Mus_musculus","ENSMUSG00000030189","CSD","I"
"T072363_1.02","Ybx1","Mus_musculus","ENSMUSG00000028639","CSD","I"
"T072362_1.02","Ybx2","Mus_musculus","ENSMUSG00000018554","CSD","I"
"T073127_1.02","Rbpj","Mus_musculus","ENSMUSG00000039191","CSL","I"
"T073128_1.02","Rbpsuh-rs3","Mus_musculus","ENSMUSG00000079575","CSL","I"
"T073599_1.02","Cux2","Mus_musculus","ENSMUSG00000042589","CUT,Homeodomain","I"
"T073600_1.02","Onecut1","Mus_musculus","ENSMUSG00000043013","CUT,Homeodomain","I"
"T073602_1.02","Onecut2","Mus_musculus","ENSMUSG00000045991","CUT,Homeodomain","I"
"T073601_1.02","Onecut3","Mus_musculus","ENSMUSG00000045518","CUT,Homeodomain","I"
"T073597_1.02","Satb1","Mus_musculus","ENSMUSG00000023927","CUT,Homeodomain","I"
"T073598_1.02","Satb2","Mus_musculus","ENSMUSG00000038331","CUT,Homeodomain","I"
"T073893_1.02","Lin54","Mus_musculus","ENSMUSG00000035310","CxC","I"
"T074601_1.02","Cxxc1","Mus_musculus","ENSMUSG00000024560","CxxC","I"
"T074603_1.02","Kdm2b","Mus_musculus","ENSMUSG00000029475","CxxC","I"
"T075175_1.02","Dmrt1","Mus_musculus","ENSMUSG00000024837","DM","I"
"T075180_1.02","Dmrt2","Mus_musculus","ENSMUSG00000048138","DM","I"
"T075177_1.02","Dmrt3","Mus_musculus","ENSMUSG00000042372","DM","I"
"T075178_1.02","Dmrta1","Mus_musculus","ENSMUSG00000043753","DM","I"
"T076338_1.02","Tfdp1","Mus_musculus","ENSMUSG00000038482","DP,E2F","I"
"T076337_1.02","Tfdp2","Mus_musculus","ENSMUSG00000032411","DP,E2F","I"
"T076764_1.02","E2f1","Mus_musculus","ENSMUSG00000027490","E2F","I"
"T076760_1.02","E2f4","Mus_musculus","ENSMUSG00000014859","E2F","I"
"T076765_1.02","E2f5","Mus_musculus","ENSMUSG00000027552","E2F","I"
"T076767_1.02","E2f6","Mus_musculus","ENSMUSG00000057469","E2F","I"
"T076763_1.02","E2f7","Mus_musculus","ENSMUSG00000020185","E2F","I"
"T076766_1.02","E2f8","Mus_musculus","ENSMUSG00000046179","E2F","I"
"T078285_1.02","Elf1","Mus_musculus","ENSMUSG00000036461","Ets","I"
"T078289_1.02","ENSMUSG00000044690","Mus_musculus","ENSMUSG00000044690","Ets","I"
"T078288_1.02","Erf","Mus_musculus","ENSMUSG00000040857","Ets","I"
"T078278_1.02","Ets2","Mus_musculus","ENSMUSG00000022895","Ets","I"
"T078269_1.02","Etv2","Mus_musculus","ENSMUSG00000006311","Ets","I"
"T078291_1.02","Fev","Mus_musculus","ENSMUSG00000055197","Ets","I"
"T078270_1.02","Spib","Mus_musculus","ENSMUSG00000008193","Ets","I"
"T082013_1.02","ENSMUSG00000090020","Mus_musculus","ENSMUSG00000090020","Forkhead","I"
"T081982_1.02","Foxa1","Mus_musculus","ENSMUSG00000035451","Forkhead","I"
"T081988_1.02","Foxa3","Mus_musculus","ENSMUSG00000040891","Forkhead","I"
"T082005_1.02","Foxb2","Mus_musculus","ENSMUSG00000056829","Forkhead","I"
"T082002_1.02","Foxd2","Mus_musculus","ENSMUSG00000055210","Forkhead","I"
"T082007_1.02","Foxd3","Mus_musculus","ENSMUSG00000067261","Forkhead","I"
"T082000_1.02","Foxd4","Mus_musculus","ENSMUSG00000051490","Forkhead","I"
"T082008_1.02","Foxe1","Mus_musculus","ENSMUSG00000070990","Forkhead","I"
"T081993_1.02","Foxe3","Mus_musculus","ENSMUSG00000044518","Forkhead","I"
"T081990_1.02","Foxf1a","Mus_musculus","ENSMUSG00000042812","Forkhead","I"
"T081984_1.02","Foxf2","Mus_musculus","ENSMUSG00000038402","Forkhead","I"
"T081979_1.02","Foxh1","Mus_musculus","ENSMUSG00000033837","Forkhead","I"
"T081995_1.02","Foxi1","Mus_musculus","ENSMUSG00000047861","Forkhead","I"
"T081996_1.02","Foxi2","Mus_musculus","ENSMUSG00000048377","Forkhead","I"
"T082003_1.02","Foxi3","Mus_musculus","ENSMUSG00000055874","Forkhead","I"
"T081986_1.02","Foxk2","Mus_musculus","ENSMUSG00000039275","Forkhead","I"
"T081999_1.02","Foxl2","Mus_musculus","ENSMUSG00000050397","Forkhead","I"
"T081981_1.02","Foxn2","Mus_musculus","ENSMUSG00000034998","Forkhead","I"
"T081978_1.02","Foxn3","Mus_musculus","ENSMUSG00000033713","Forkhead","I"
"T081987_1.02","Foxp3","Mus_musculus","ENSMUSG00000039521","Forkhead","I"
"T081974_1.02","Foxp4","Mus_musculus","ENSMUSG00000023991","Forkhead","I"
"T081985_1.02","Foxq1","Mus_musculus","ENSMUSG00000038415","Forkhead","I"
"T082010_1.02","Foxr1","Mus_musculus","ENSMUSG00000074397","Forkhead","I"
"T082009_1.02","Foxr2","Mus_musculus","ENSMUSG00000071665","Forkhead","I"
"T082011_1.02","Foxs1","Mus_musculus","ENSMUSG00000074676","Forkhead","I"
"T084791_1.02","Gata2","Mus_musculus","ENSMUSG00000015053","GATA","I"
"T086765_1.02","Gcm2","Mus_musculus","ENSMUSG00000021362","GCM","I"
"T087356_1.02","Grhl1","Mus_musculus","ENSMUSG00000020656","Grainyhead","I"
"T087354_1.02","Tcfcp2","Mus_musculus","ENSMUSG00000009733","Grainyhead","I"
"T087355_1.02","Ubp1","Mus_musculus","ENSMUSG00000009741","Grainyhead","I"
"T088989_1.02","Gtf2i","Mus_musculus","ENSMUSG00000060261","GTF2I-like","I"
"T088988_1.02","Gtf2ird1","Mus_musculus","ENSMUSG00000023079","GTF2I-like","I"
"T095164_1.02","Cdx4","Mus_musculus","ENSMUSG00000031326","Homeodomain","I"
"T095159_1.02","Dlx6","Mus_musculus","ENSMUSG00000029754","Homeodomain","I"
"T095174_1.02","Emx1","Mus_musculus","ENSMUSG00000033726","Homeodomain","I"
"T095210_1.02","ENSMUSG00000040953","Mus_musculus","ENSMUSG00000040953","Homeodomain","I"
"T095283_1.02","Gm10391","Mus_musculus","ENSMUSG00000072672","Homeodomain","I"
"T095284_1.02","Gm10394","Mus_musculus","ENSMUSG00000072675","Homeodomain","I"
"T095289_1.02","Gm5889","Mus_musculus","ENSMUSG00000074369","Homeodomain","I"
"T095121_1.02","Gsc2","Mus_musculus","ENSMUSG00000022738","Homeodomain","I"
"T095247_1.02","Gsx1","Mus_musculus","ENSMUSG00000053129","Homeodomain","I"
"T095208_1.02","Hesx1","Mus_musculus","ENSMUSG00000040726","Homeodomain","I"
"T095129_1.02","Hhex","Mus_musculus","ENSMUSG00000024986","Homeodomain","I"
"T095101_1.02","Hoxb1","Mus_musculus","ENSMUSG00000018973","Homeodomain","I"
"T095294_1.02","Hoxb2","Mus_musculus","ENSMUSG00000075588","Homeodomain","I"
"T095106_1.02","Hoxb9","Mus_musculus","ENSMUSG00000020875","Homeodomain","I"
"T095085_1.02","Hoxd12","Mus_musculus","ENSMUSG00000001823","Homeodomain","I"
"T095219_1.02","Hoxd4","Mus_musculus","ENSMUSG00000042464","Homeodomain","I"
"T095261_1.02","Irx1","Mus_musculus","ENSMUSG00000060969","Homeodomain","I"
"T095217_1.02","Isl1","Mus_musculus","ENSMUSG00000042258","Homeodomain","I"
"T095131_1.02","Lbx1","Mus_musculus","ENSMUSG00000025216","Homeodomain","I"
"T095150_1.02","Nkx1-1","Mus_musculus","ENSMUSG00000029112","Homeodomain","I"
"T095211_1.02","Nkx6-2","Mus_musculus","ENSMUSG00000041309","Homeodomain","I"
"T095266_1.02","Nkx6-3","Mus_musculus","ENSMUSG00000063672","Homeodomain","I"
"T099794_1.02","NP_001076596.1","Mus_musculus","NP_001076596.1","Homeodomain","I"
"T099795_1.02","NP_032283.3","Mus_musculus","NP_032283.3","Homeodomain","I"
"T099796_1.02","NP_032296.2","Mus_musculus","NP_032296.2","Homeodomain","I"
"T099797_1.02","NP_032300.2","Mus_musculus","NP_032300.2","Homeodomain","I"
"T099798_1.02","NP_083278.1","Mus_musculus","NP_083278.1","Homeodomain","I"
"T099799_1.02","NP_663755.2","Mus_musculus","NP_663755.2","Homeodomain","I"
"T095179_1.02","Pbx2","Mus_musculus","ENSMUSG00000034673","Homeodomain","I"
"T095197_1.02","Pbx3","Mus_musculus","ENSMUSG00000038718","Homeodomain","I"
"T095169_1.02","Pbx4","Mus_musculus","ENSMUSG00000031860","Homeodomain","I"
"T095215_1.02","Prrxl1","Mus_musculus","ENSMUSG00000041730","Homeodomain","I"
"T100076_1.02","Q8VHG7_MOUSE","Mus_musculus","Q8VHG7_MOUSE","Homeodomain","I"
"T095268_1.02","Rhox8","Mus_musculus","ENSMUSG00000064137","Homeodomain","I"
"T095272_1.02","Rhox9","Mus_musculus","ENSMUSG00000068048","Homeodomain","I"
"T095209_1.02","Six5","Mus_musculus","ENSMUSG00000040841","Homeodomain","I"
"T095130_1.02","Tlx1","Mus_musculus","ENSMUSG00000025215","Homeodomain","I"
"T095206_1.02","Tlx3","Mus_musculus","ENSMUSG00000040610","Homeodomain","I"
"T095109_1.02","Vsx2","Mus_musculus","ENSMUSG00000021239","Homeodomain","I"
"T095207_1.02","Zfhx2","Mus_musculus","ENSMUSG00000040721","Homeodomain","I"
"T104449_1.02","Pax3","Mus_musculus","ENSMUSG00000004872","Homeodomain,Paired box","I"
"T105015_1.02","Pou4f1","Mus_musculus","ENSMUSG00000048349","Homeodomain,POU","I"
"T105014_1.02","Pou4f2","Mus_musculus","ENSMUSG00000031688","Homeodomain,POU","I"
"T105011_1.02","Pou6f2","Mus_musculus","ENSMUSG00000009734","Homeodomain,POU","I"
"T105981_1.02","Hsf1","Mus_musculus","ENSMUSG00000022556","HSF","I"
"T105980_1.02","Hsf2","Mus_musculus","ENSMUSG00000019878","HSF","I"
"T105982_1.02","Hsf4","Mus_musculus","ENSMUSG00000033249","HSF","I"
"T105983_1.02","Hsfy2","Mus_musculus","ENSMUSG00000045336","HSF","I"
"T107676_1.02","Irf1","Mus_musculus","ENSMUSG00000018899","IRF","I"
"T109639_1.02","Naif1","Mus_musculus","ENSMUSG00000039164","MADF","I"
"T111492_1.02","Mef2a","Mus_musculus","ENSMUSG00000030557","MADS box","I"
"T111490_1.02","Mef2c","Mus_musculus","ENSMUSG00000005583","MADS box","I"
"T111489_1.02","Mef2d","Mus_musculus","ENSMUSG00000001419","MADS box","I"
"T113617_1.02","Mbd2","Mus_musculus","ENSMUSG00000024513","MBD","I"
"T113616_1.02","Setdb1","Mus_musculus","ENSMUSG00000015697","MBD","I"
"T114482_1.02","Gm9897","Mus_musculus","ENSMUSG00000053178","mTERF","I"
"T114480_1.02","Mterf","Mus_musculus","ENSMUSG00000040429","mTERF","I"
"T118454_1.02","Cdc5l","Mus_musculus","ENSMUSG00000023932","Myb/SANT","I"
"T118468_1.02","Smarcc1","Mus_musculus","ENSMUSG00000032481","Myb/SANT","I"
"T118456_1.02","Smarcc2","Mus_musculus","ENSMUSG00000025369","Myb/SANT","I"
"T130474_1.02","Gm239","Mus_musculus","ENSMUSG00000034057","Ndt80/PhoG","I"
"T133232_1.02","Esr2","Mus_musculus","ENSMUSG00000021055","Nuclear receptor","I"
"T133227_1.02","Hnf4g","Mus_musculus","ENSMUSG00000017688","Nuclear receptor","I"
"T133231_1.02","Nr1d1","Mus_musculus","ENSMUSG00000020889","Nuclear receptor","I"
"T133234_1.02","Nr1d2","Mus_musculus","ENSMUSG00000021775","Nuclear receptor","I"
"T133260_1.02","Nr1h2","Mus_musculus","ENSMUSG00000060601","Nuclear receptor","I"
"T133218_1.02","Nr1h3","Mus_musculus","ENSMUSG00000002108","Nuclear receptor","I"
"T133257_1.02","Nr1h4","Mus_musculus","ENSMUSG00000047638","Nuclear receptor","I"
"T133258_1.02","Nr1h5","Mus_musculus","ENSMUSG00000048938","Nuclear receptor","I"
"T133238_1.02","Nr1i2","Mus_musculus","ENSMUSG00000022809","Nuclear receptor","I"
"T133221_1.02","Nr1i3","Mus_musculus","ENSMUSG00000005677","Nuclear receptor","I"
"T133222_1.02","Nr2c2","Mus_musculus","ENSMUSG00000005893","Nuclear receptor","I"
"T133249_1.02","Nr3c2","Mus_musculus","ENSMUSG00000031618","Nuclear receptor","I"
"T133239_1.02","Nr4a1","Mus_musculus","ENSMUSG00000023034","Nuclear receptor","I"
"T133247_1.02","Nr4a3","Mus_musculus","ENSMUSG00000028341","Nuclear receptor","I"
"T133244_1.02","Nr5a1","Mus_musculus","ENSMUSG00000026751","Nuclear receptor","I"
"T133261_1.02","Nr6a1","Mus_musculus","ENSMUSG00000063972","Nuclear receptor","I"
"T133250_1.02","Pgr","Mus_musculus","ENSMUSG00000031870","Nuclear receptor","I"
"T133236_1.02","Ppara","Mus_musculus","ENSMUSG00000022383","Nuclear receptor","I"
"T133219_1.02","Ppard","Mus_musculus","ENSMUSG00000002250","Nuclear receptor","I"
"T133216_1.02","Pparg","Mus_musculus","ENSMUSG00000000440","Nuclear receptor","I"
"T133246_1.02","Rorc","Mus_musculus","ENSMUSG00000028150","Nuclear receptor","I"
"T133259_1.02","Thra","Mus_musculus","ENSMUSG00000058756","Nuclear receptor","I"
"T133235_1.02","Thrb","Mus_musculus","ENSMUSG00000021779","Nuclear receptor","I"
"T135553_1.02","Trp63","Mus_musculus","ENSMUSG00000022510","p53","I"
"T135921_1.02","Pax1","Mus_musculus","ENSMUSG00000037034","Paired box","I"
"T135919_1.02","Pax5","Mus_musculus","ENSMUSG00000014030","Paired box","I"
"T135920_1.02","Pax8","Mus_musculus","ENSMUSG00000026976","Paired box","I"
"T135918_1.02","Pax9","Mus_musculus","ENSMUSG00000001497","Paired box","I"
"T136783_1.02","Lcor","Mus_musculus","ENSMUSG00000025019","Pipsqueak","I"
"T138265_1.02","Nfat5","Mus_musculus","ENSMUSG00000003847","Rel","I"
"T138273_1.02","Nfatc1","Mus_musculus","ENSMUSG00000033016","Rel","I"
"T138270_1.02","Nfatc2","Mus_musculus","ENSMUSG00000027544","Rel","I"
"T138272_1.02","Nfatc3","Mus_musculus","ENSMUSG00000031902","Rel","I"
"T138267_1.02","Nfatc4","Mus_musculus","ENSMUSG00000023411","Rel","I"
"T138271_1.02","Nfkb1","Mus_musculus","ENSMUSG00000028163","Rel","I"
"T138269_1.02","Nfkb2","Mus_musculus","ENSMUSG00000025225","Rel","I"
"T138266_1.02","Rel","Mus_musculus","ENSMUSG00000020275","Rel","I"
"T138264_1.02","Relb","Mus_musculus","ENSMUSG00000002983","Rel","I"
"T138844_1.02","Rfx5","Mus_musculus","ENSMUSG00000005774","RFX","I"
"T138845_1.02","Rfx6","Mus_musculus","ENSMUSG00000019900","RFX","I"
"T138851_1.02","Rfx8","Mus_musculus","ENSMUSG00000057173","RFX","I"
"T139322_1.02","Runx2","Mus_musculus","ENSMUSG00000039153","Runt","I"
"T139323_1.02","Runx3","Mus_musculus","ENSMUSG00000070691","Runt","I"
"T140202_1.02","AC168977.1","Mus_musculus","ENSMUSG00000079808","SAND","I"
"T140199_1.02","Deaf1","Mus_musculus","ENSMUSG00000058886","SAND","I"
"T140200_1.02","Sp140","Mus_musculus","ENSMUSG00000070031","SAND","I"
"T142013_1.02","Nfia","Mus_musculus","ENSMUSG00000028565","SMAD","I"
"T142007_1.02","Nfib","Mus_musculus","ENSMUSG00000008575","SMAD","I"
"T142017_1.02","Nfic","Mus_musculus","ENSMUSG00000055053","SMAD","I"
"T142006_1.02","Nfix","Mus_musculus","ENSMUSG00000001911","SMAD","I"
"T142014_1.02","Smad1","Mus_musculus","ENSMUSG00000031681","SMAD","I"
"T142010_1.02","Smad2","Mus_musculus","ENSMUSG00000024563","SMAD","I"
"T142009_1.02","Smad4","Mus_musculus","ENSMUSG00000024515","SMAD","I"
"T144581_1.02","Sox9","Mus_musculus","ENSMUSG00000000567","Sox","I"
"T148481_1.02","Stat1","Mus_musculus","ENSMUSG00000026104","STAT","I"
"T148482_1.02","Stat2","Mus_musculus","ENSMUSG00000040033","STAT","I"
"T148479_1.02","Stat5a","Mus_musculus","ENSMUSG00000004043","STAT","I"
"T148480_1.02","Stat5b","Mus_musculus","ENSMUSG00000020919","STAT","I"
"T149672_1.02","Tbx10","Mus_musculus","ENSMUSG00000037477","T-box","I"
"T149665_1.02","Tbx15","Mus_musculus","ENSMUSG00000027868","T-box","I"
"T149669_1.02","Tbx18","Mus_musculus","ENSMUSG00000032419","T-box","I"
"T149664_1.02","Tbx19","Mus_musculus","ENSMUSG00000026572","T-box","I"
"T149660_1.02","Tbx21","Mus_musculus","ENSMUSG00000001444","T-box","I"
"T149667_1.02","Tbx22","Mus_musculus","ENSMUSG00000031241","T-box","I"
"T150575_1.02","Tbpl2","Mus_musculus","ENSMUSG00000061809","TBP","I"
"T151731_1.02","Tead2","Mus_musculus","ENSMUSG00000030796","TEA","I"
"T151729_1.02","Tead3","Mus_musculus","ENSMUSG00000002249","TEA","I"
"T151730_1.02","Tead4","Mus_musculus","ENSMUSG00000030353","TEA","I"
"T152852_1.02","Prkrir","Mus_musculus","ENSMUSG00000030753","THAP finger","I"
"T005306_1.02","Tsfm","Mus_musculus","ENSMUSG00000040521","APSES","N"
"T007533_1.02","Arid1a","Mus_musculus","ENSMUSG00000007880","ARID/BRIGHT","N"
"T007545_1.02","Arid1b","Mus_musculus","ENSMUSG00000069729","ARID/BRIGHT","N"
"T007542_1.02","Arid4a","Mus_musculus","ENSMUSG00000048118","ARID/BRIGHT","N"
"T007540_1.02","Arid4b","Mus_musculus","ENSMUSG00000039219","ARID/BRIGHT","N"
"T007546_1.02","ENSMUSG00000079678","Mus_musculus","ENSMUSG00000079678","ARID/BRIGHT","N"
"T007539_1.02","Jarid2","Mus_musculus","ENSMUSG00000038518","ARID/BRIGHT","N"
"T007537_1.02","Kdm5a","Mus_musculus","ENSMUSG00000030180","ARID/BRIGHT","N"
"T007541_1.02","Kdm5b","Mus_musculus","ENSMUSG00000042207","ARID/BRIGHT","N"
"T007536_1.02","Kdm5c","Mus_musculus","ENSMUSG00000025332","ARID/BRIGHT","N"
"T007543_1.02","Kdm5d","Mus_musculus","ENSMUSG00000056673","ARID/BRIGHT","N"
"T011057_1.02","9330101J02Rik","Mus_musculus","ENSMUSG00000049571","BBR","N"
"T015211_1.02","Arntl2","Mus_musculus","ENSMUSG00000040187","bHLH","N"
"T015199_1.02","Ascl3","Mus_musculus","ENSMUSG00000035951","bHLH","N"
"T015214_1.02","Bhlha9","Mus_musculus","ENSMUSG00000044243","bHLH","N"
"T015241_1.02","Gm4969","Mus_musculus","ENSMUSG00000085601","bHLH","N"
"T015239_1.02","Gm608","Mus_musculus","ENSMUSG00000068284","bHLH","N"
"T015224_1.02","Helt","Mus_musculus","ENSMUSG00000047171","bHLH","N"
"T015183_1.02","Hes3","Mus_musculus","ENSMUSG00000028946","bHLH","N"
"T015237_1.02","Hes6","Mus_musculus","ENSMUSG00000067071","bHLH","N"
"T015223_1.02","Msgn1","Mus_musculus","ENSMUSG00000047002","bHLH","N"
"T015138_1.02","Mxd1","Mus_musculus","ENSMUSG00000001156","bHLH","N"
"T015162_1.02","Mxd3","Mus_musculus","ENSMUSG00000021485","bHLH","N"
"T015202_1.02","Mxd4","Mus_musculus","ENSMUSG00000037235","bHLH","N"
"T015169_1.02","Mxi1","Mus_musculus","ENSMUSG00000025025","bHLH","N"
"T015159_1.02","Ncoa1","Mus_musculus","ENSMUSG00000020647","bHLH","N"
"T015143_1.02","Ncoa2","Mus_musculus","ENSMUSG00000005886","bHLH","N"
"T015176_1.02","Ncoa3","Mus_musculus","ENSMUSG00000027678","bHLH","N"
"T015235_1.02","Sohlh1","Mus_musculus","ENSMUSG00000059625","bHLH","N"
"T015144_1.02","Tcf23","Mus_musculus","ENSMUSG00000006642","bHLH","N"
"T022195_1.02","Pogk","Mus_musculus","ENSMUSG00000040596","Brinker","N"
"T025960_1.02","A930001N09Rik","Mus_musculus","ENSMUSG00000048249","bZIP","N"
"T025914_1.02","Apc2","Mus_musculus","ENSMUSG00000020135","bZIP","N"
"T025948_1.02","Azi2","Mus_musculus","ENSMUSG00000039285","bZIP","N"
"T025949_1.02","Batf2","Mus_musculus","ENSMUSG00000039699","bZIP","N"
"T025980_1.02","BC049702","Mus_musculus","ENSMUSG00000068149","bZIP","N"
"T025933_1.02","Casp8ap2","Mus_musculus","ENSMUSG00000028282","bZIP","N"
"T025961_1.02","Ccdc6","Mus_musculus","ENSMUSG00000048701","bZIP","N"
"T025947_1.02","Ccdc68","Mus_musculus","ENSMUSG00000038903","bZIP","N"
"T025938_1.02","Ccdc85a","Mus_musculus","ENSMUSG00000032878","bZIP","N"
"T025962_1.02","Clip1","Mus_musculus","ENSMUSG00000049550","bZIP","N"
"T025931_1.02","Creb3l1","Mus_musculus","ENSMUSG00000027230","bZIP","N"
"T025932_1.02","Creb3l4","Mus_musculus","ENSMUSG00000027938","bZIP","N"
"T025937_1.02","Crebl2","Mus_musculus","ENSMUSG00000032652","bZIP","N"
"T025956_1.02","Dmd","Mus_musculus","ENSMUSG00000045103","bZIP","N"
"T025957_1.02","ENSMUSG00000046162","Mus_musculus","ENSMUSG00000046162","bZIP","N"
"T025982_1.02","Gm10326","Mus_musculus","ENSMUSG00000071322","bZIP","N"
"T025974_1.02","Gulp1","Mus_musculus","ENSMUSG00000056870","bZIP","N"
"T025955_1.02","Hexim2","Mus_musculus","ENSMUSG00000043372","bZIP","N"
"T025952_1.02","Iqsec3","Mus_musculus","ENSMUSG00000040797","bZIP","N"
"T025975_1.02","Krt6a","Mus_musculus","ENSMUSG00000058354","bZIP","N"
"T025921_1.02","Krt6b","Mus_musculus","ENSMUSG00000023041","bZIP","N"
"T025922_1.02","Ndc80","Mus_musculus","ENSMUSG00000024056","bZIP","N"
"T025919_1.02","Nde1","Mus_musculus","ENSMUSG00000022678","bZIP","N"
"T025984_1.02","Nrbf2","Mus_musculus","ENSMUSG00000075000","bZIP","N"
"T025912_1.02","Rab11fip4","Mus_musculus","ENSMUSG00000017639","bZIP","N"
"T025917_1.02","Rnf219","Mus_musculus","ENSMUSG00000022120","bZIP","N"
"T025939_1.02","Rpgrip1l","Mus_musculus","ENSMUSG00000033282","bZIP","N"
"T025978_1.02","Scoc","Mus_musculus","ENSMUSG00000063253","bZIP","N"
"T025958_1.02","Slfnl1","Mus_musculus","ENSMUSG00000047518","bZIP","N"
"T049102_1.02","1700034E13Rik","Mus_musculus","ENSMUSG00000024532","C2H2 ZF","N"
"T049509_1.02","1700049G17Rik","Mus_musculus","ENSMUSG00000070709","C2H2 ZF","N"
"T049615_1.02","2210418O10Rik","Mus_musculus","ENSMUSG00000078894","C2H2 ZF","N"
"T049422_1.02","2610008E11Rik","Mus_musculus","ENSMUSG00000060301","C2H2 ZF","N"
"T049454_1.02","2610036A22Rik","Mus_musculus","ENSMUSG00000063245","C2H2 ZF","N"
"T049508_1.02","2610036A22Rik","Mus_musculus","ENSMUSG00000070605","C2H2 ZF","N"
"T049466_1.02","2610305D13Rik","Mus_musculus","ENSMUSG00000066000","C2H2 ZF","N"
"T049070_1.02","2810021J22Rik","Mus_musculus","ENSMUSG00000020491","C2H2 ZF","N"
"T049181_1.02","3110052M02Rik","Mus_musculus","ENSMUSG00000035868","C2H2 ZF","N"
"T049529_1.02","4930522L14Rik","Mus_musculus","ENSMUSG00000072762","C2H2 ZF","N"
"T049530_1.02","5430403G16Rik","Mus_musculus","ENSMUSG00000072763","C2H2 ZF","N"
"T049535_1.02","5730507C01Rik","Mus_musculus","ENSMUSG00000073197","C2H2 ZF","N"
"T049153_1.02","9130019O22Rik","Mus_musculus","ENSMUSG00000030823","C2H2 ZF","N"
"T049451_1.02","9130023H24Rik","Mus_musculus","ENSMUSG00000062944","C2H2 ZF","N"
"T049374_1.02","A430033K04Rik","Mus_musculus","ENSMUSG00000056014","C2H2 ZF","N"
"T049077_1.02","A530054K11Rik","Mus_musculus","ENSMUSG00000021510","C2H2 ZF","N"
"T049396_1.02","AA987161","Mus_musculus","ENSMUSG00000058093","C2H2 ZF","N"
"T049142_1.02","Aebp2","Mus_musculus","ENSMUSG00000030232","C2H2 ZF","N"
"T049378_1.02","AI987944","Mus_musculus","ENSMUSG00000056383","C2H2 ZF","N"
"T049541_1.02","AW146154","Mus_musculus","ENSMUSG00000074166","C2H2 ZF","N"
"T049564_1.02","BC025920","Mus_musculus","ENSMUSG00000074862","C2H2 ZF","N"
"T049382_1.02","C030039L03Rik","Mus_musculus","ENSMUSG00000057093","C2H2 ZF","N"
"T049553_1.02","C330013J21Rik","Mus_musculus","ENSMUSG00000074529","C2H2 ZF","N"
"T049558_1.02","CAAA01180111.1.44494.1","Mus_musculus","ENSMUSG00000074829","C2H2 ZF","N"
"T049170_1.02","Ccdc17","Mus_musculus","ENSMUSG00000034035","C2H2 ZF","N"
"T049223_1.02","Dzip1","Mus_musculus","ENSMUSG00000042156","C2H2 ZF","N"
"T049582_1.02","E430018J23Rik","Mus_musculus","ENSMUSG00000078580","C2H2 ZF","N"
"T049313_1.02","ENSMUSG00000050077","Mus_musculus","ENSMUSG00000050077","C2H2 ZF","N"
"T049449_1.02","ENSMUSG00000062862","Mus_musculus","ENSMUSG00000062862","C2H2 ZF","N"
"T049573_1.02","ENSMUSG00000078438","Mus_musculus","ENSMUSG00000078438","C2H2 ZF","N"
"T049583_1.02","ENSMUSG00000078767","Mus_musculus","ENSMUSG00000078767","C2H2 ZF","N"
